,counts
2020-08-05,305767
2020-08-06,309855
2020-08-07,314362
2020-08-08,314362
2020-08-09,314362
2020-08-10,322980
2020-08-11,326612
2020-08-12,329784
2020-08-13,337334
2020-08-14,342813
2020-08-15,342813
2020-08-16,342813
2020-08-17,359082
2020-08-18,364196
2020-08-19,370867
2020-08-20,377906
2020-08-21,386054
2020-08-22,386054
2020-08-23,386054
2020-08-24,405436
2020-08-25,412553
2020-08-26,419849
2020-08-27,429507
2020-08-28,439286
2020-08-29,439286
2020-08-30,439286
2020-08-31,462858
2020-09-01,470973
2020-09-02,479554
2020-09-03,488513
2020-09-04,498989
2020-09-05,498989
2020-09-06,498989
2020-09-07,525549
2020-09-08,534513
2020-09-09,543379
2020-09-10,554143
2020-09-11,566326
2020-09-12,566326
2020-09-13,566326
2020-09-14,593730
2020-09-15,603167
2020-09-16,614360
2020-09-17,625651
2020-09-18,640040
2020-09-19,640040
2020-09-20,640040
2020-09-21,671468
2020-09-22,682267
2020-09-23,693556
2020-09-24,704209
2020-09-25,716481
2020-09-26,716481
2020-09-27,716481
2020-09-28,748266
2020-09-29,748266
2020-09-30,769188
2020-10-01,778607
2020-10-02,789932
2020-10-03,789932
2020-10-04,789932
2020-10-05,813412
2020-10-06,825410
2020-10-07,835901
2020-10-08,848324
2020-10-09,861112
2020-10-10,861112
2020-10-11,861112
2020-10-12,888968
2020-10-13,896086
2020-10-14,908056
2020-10-15,921374
2020-10-16,936560
2020-10-17,936560
2020-10-18,936560
2020-10-19,974449
2020-10-20,988322
2020-10-21,1005295
2020-10-22,1026281
2020-10-23,1046132
2020-10-24,1046132
2020-10-25,1046132
2020-10-26,1098320
2020-10-27,1116738
2020-10-28,1136503
2020-10-29,1160083
2020-10-30,1185678
2020-10-31,1185678
2020-11-01,1185678
2020-11-02,1240697
2020-11-03,1259366
2020-11-04,1284408
2020-11-05,1306316
2020-11-06,1328832
2020-11-07,1328832
2020-11-08,1328832
2020-11-09,1381218
2020-11-10,1381218
2020-11-11,1417709
2020-11-12,1437220
2020-11-13,1458591
2020-11-14,1458591
2020-11-15,1458591
2020-11-16,1496864
2020-11-17,1510023
2020-11-18,1525341
2020-11-19,1541574
2020-11-20,1556730
2020-11-21,1556730
2020-11-22,1556730
2020-11-23,1582616
2020-11-24,1594844
2020-11-25,1605066
2020-11-26,1617355
2020-11-27,1628208
2020-11-28,1628208
2020-11-29,1628208
2020-11-30,1648187
2020-12-01,1656444
2020-12-02,1665775
2020-12-03,1675902
2020-12-04,1684647
2020-12-05,1684647
2020-12-06,1684647
2020-12-07,1702328
2020-12-08,1702328
2020-12-09,1712101
2020-12-10,1720056
2020-12-11,1730575
2020-12-12,1730575
2020-12-13,1730575
2020-12-14,1751884
2020-12-15,1762212
2020-12-16,1773290
2020-12-17,1785421
2020-12-18,1797236
2020-12-19,1797236
2020-12-20,1797236
2020-12-21,1819249
2020-12-22,1829903
2020-12-23,1842289
2020-12-24,1854951
2020-12-25,1854951
2020-12-26,1854951
2020-12-27,1854951
2020-12-28,1879413
2020-12-29,1893502
2020-12-30,1910218
2020-12-31,1928265
2021-01-01,1928265
2021-01-02,1928265
2021-01-03,1928265
2021-01-04,1958844
2021-01-05,1982544
2021-01-06,1982544
2021-01-07,2024904
2021-01-08,2050360
2021-01-09,2050360
2021-01-10,2050360
2021-01-11,2111782
2021-01-12,2137220
2021-01-13,2176089
2021-01-14,2211967
2021-01-15,2252164
2021-01-16,2252164
2021-01-17,2252164
2021-01-18,2336451
2021-01-19,2370742
2021-01-20,2412318
2021-01-21,2456675
2021-01-22,2499560
2021-01-23,2499560
2021-01-24,2499560
2021-01-25,2593382
2021-01-26,2629817
2021-01-27,2670102
2021-01-28,2705001
2021-01-29,2743119
2021-01-30,2743119
2021-01-31,2743119
2021-02-01,2822805
2021-02-02,2851869
2021-02-03,2883465
2021-02-04,2913425
2021-02-05,2941990
2021-02-06,2941990
2021-02-07,2941990
2021-02-08,2989085
2021-02-09,3005487
2021-02-10,3023601
2021-02-11,3041454
2021-02-12,3056035
2021-02-13,3056035
2021-02-14,3056035
